Date,Open,High,Low,Close,Volume
2023-09-12,178.577,179.214,173.93,175.403,90832623.509928
2023-09-13,175.612,176.397,173.095,173.323,84699133.736329
2023-09-14,173.115,175.203,172.696,174.846,61207365.465518
2023-09-15,175.582,175.597,172.935,174.119,109818550.41218
2023-09-18,175.582,178.467,175.273,177.064,67601735.387488
2023-09-19,176.616,178.715,176.229,178.158,52092143.607753
2023-09-20,178.348,178.78,174.507,174.597,58735203.618147
2023-09-21,173.661,175.403,172.975,173.045,63472255.083986
2023-09-22,173.781,176.178,173.164,173.901,57015653.338002
2023-09-25,173.313,176.069,173.263,175.183,46409009.608409
2023-09-26,173.93,174.307,170.786,171.085,64919451.80429
2023-09-27,171.741,172.159,168.19,169.563,67264252.251093
2023-09-28,168.477,171.155,166.767,169.82,56582482.050466
2023-09-29,171.145,172.189,169.474,170.339,52126460.315102
2023-10-02,170.349,173.413,170.059,172.865,52431465.103288
2023-10-03,171.378,172.746,169.95,171.522,49848392.606597
2023-10-04,170.219,173.323,170.099,172.776,53291595.04969
2023-10-05,172.905,174.557,171.801,174.02,48776239.242854
2023-10-06,172.915,177.084,172.299,176.586,57559713.162283
2023-10-09,175.909,178.138,174.905,178.078,42607688.975267
2023-10-10,177.193,178.805,177.045,177.482,43921625.26286
2023-10-11,177.293,178.934,176.695,178.884,47794420.776684
2023-10-12,179.154,181.412,178.128,179.79,57033478.084301
2023-10-13,180.496,181.003,177.233,177.939,51719386.892549
2023-10-16,175.849,178.163,175.612,177.811,52785717.613048
2023-10-17,175.746,177.512,173.911,176.249,57843834.632896
2023-10-18,174.687,176.671,174.218,174.945,55044608.692781
2023-10-19,175.143,176.935,174.297,174.567,59606320.49935
2023-10-20,174.417,174.527,171.761,172,64572769.836378
2023-10-23,170.039,173.125,169.064,172.119,56266563.701024
2023-10-24,172.169,172.785,170.577,172.557,44040857.276485
2023-10-25,171.005,172.179,169.78,170.229,57449438.752075
2023-10-26,169.503,170.505,164.826,166.041,70986653.10134
2023-10-27,166.061,168.1,165.981,167.364,58798473.728104
2023-10-30,168.16,170.299,168.011,169.423,51392596.191652
2023-10-31,168.487,170.029,167.045,169.9,45075497.660565
2023-11-01,170.129,173.343,169.253,173.085,57226246.473739
2023-11-02,174.627,176.875,174.567,176.666,77730480.119481
2023-11-03,173.353,175.919,172.467,175.751,80237738.645055
2023-11-06,175.483,178.517,175.313,178.318,64167991.096119
2023-11-07,178.268,181.512,178.059,180.895,70890873.484545
2023-11-08,181.422,182.517,180.666,181.958,49592760.174502
2023-11-09,182.028,183.183,180.885,181.482,54038652.339932
2023-11-10,183.275,185.86,182.836,185.695,66429042.738
2023-11-13,185.118,185.326,183.514,184.101,43793069.298911
2023-11-14,186.991,187.399,185.596,186.731,60336467.063348
2023-11-15,187.135,188.783,187.07,187.299,53994614.049219
2023-11-16,188.853,190.239,187.937,188.992,54619391.887738
2023-11-17,189.532,189.659,187.858,188.972,51134707.787436
2023-11-20,189.172,191.179,189.162,190.726,46715210.827763
2023-11-21,190.686,190.796,189.022,189.919,38279191.266486
2023-11-22,190.766,192.201,190.104,190.586,39780392.234534
2023-11-24,190.149,190.179,188.535,189.252,24139598.571169
2023-11-27,189.202,189.949,188.185,189.072,40706491.15272
2023-11-28,189.062,190.358,188.685,189.679,38561191.307112
2023-11-29,190.179,191.364,188.255,188.655,43177447.071213
2023-11-30,189.122,189.601,187.478,189.232,48979522.57231
2023-12-01,189.611,190.836,188.515,190.516,45878255.899297
2023-12-04,189.262,189.332,186.742,188.715,43554166.176935
2023-12-05,189.492,193.665,189.462,192.689,66881228.127811
2023-12-06,193.715,194.024,191.383,191.593,41245657.354822
2023-12-07,192.898,194.262,192.858,193.535,47657815.141053
2023-12-08,193.466,195.249,192.938,194.97,53609015.376199
2023-12-11,192.38,192.758,190.696,192.45,61174957.797599
2023-12-12,192.35,193.984,190.997,193.974,52896865.245483
2023-12-13,194.352,197.252,194.113,197.212,70671340.835407
2023-12-14,197.272,198.866,195.419,197.362,67085173.097996
2023-12-15,196.783,197.65,196.256,196.823,129026156.6917
2023-12-18,195.349,195.886,193.655,195.149,55963418.692597
2023-12-19,195.419,196.206,195.149,196.196,40868545.7654
2023-12-20,196.156,196.933,194.093,194.093,52441057.160852
2023-12-21,195.359,196.335,192.768,193.945,46658933.081824
2023-12-22,194.442,194.672,192.24,192.868,37290538.878333
2023-12-26,192.878,193.157,192.101,192.32,29029048.085606
2023-12-27,191.763,192.768,190.367,192.42,48270155.964104
2023-12-28,193.406,193.925,192.44,192.848,34179104.769511
2023-12-29,193.167,193.665,191.001,191.803,42834073.019311
2024-01-02,186.442,187.728,183.19,184.938,82801688.009287
2024-01-03,183.524,185.178,182.736,183.554,58636121.271036
2024-01-04,181.462,182.395,180.195,181.222,72256721.024933
2024-01-05,181.302,182.069,179.488,180.495,62616368.742296
2024-01-08,181.397,184.898,180.814,184.859,59368901.388991
2024-01-09,183.225,184.451,182.039,184.441,43004377.820056
2024-01-10,183.653,185.695,183.225,185.486,46970469.779442
2024-01-11,185.835,186.343,182.926,184.888,49314832.138155
2024-01-12,185.356,186.034,184.489,185.217,40631380.21193
2024-01-16,181.472,183.564,180.249,182.936,65851980.277225
2024-01-17,180.585,182.239,179.618,181.989,47496985.157821
2024-01-18,185.386,188.425,185.128,187.917,78301756.985901
2024-01-19,188.615,191.224,188.106,190.836,69164446.344217
2024-01-22,191.573,194.592,191.533,193.157,60362037.727757
2024-01-23,194.282,195.01,193.097,194.442,42516313.79878
2024-01-24,194.682,195.638,193.605,193.765,53834827.008608
2024-01-25,194.482,195.525,192.382,193.436,55030155.692136
2024-01-26,193.535,194.024,191.214,191.693,44763228.778592
2024-01-29,191.284,191.473,188.863,191.006,47324522.198621
2024-01-30,190.219,191.076,186.761,187.329,56071335.64949
2024-01-31,186.333,186.388,183.653,183.703,55678282.797546
2024-02-01,183.29,186.243,183.125,186.154,65131624.125408
2024-02-02,179.181,186.622,178.573,185.148,102940825.69673
2024-02-05,187.438,188.535,185.138,186.971,69933187.404797
2024-02-06,186.154,188.595,186.063,188.585,43655790.345291
2024-02-07,189.919,190.329,187.898,188.695,53641736.069758
2024-02-08,188.67,188.818,186.642,187.608,41117481.814704
2024-02-09,188.176,189.514,187.528,188.376,45268797.972127
2024-02-12,187.942,188.196,186.321,186.681,41887030.927517
2024-02-13,185.304,185.743,183.052,184.575,56671721.551736
2024-02-14,184.855,185.065,181.982,183.688,54767932.838276
2024-02-15,183.089,184.027,180.895,183.399,65599087.818159
2024-02-16,182.96,184.387,181.209,181.853,49877610.743802
2024-02-20,181.334,181.972,179.548,181.104,53800541.598992
2024-02-21,181.484,182.43,180.206,181.863,41634136.40086
2024-02-22,183.019,184.49,182.002,183.907,52423742.131328
2024-02-23,184.545,184.575,181.773,182.062,45233169.578474
2024-02-26,181.783,182.301,180.196,180.706,40970217.59105
2024-02-27,180.646,183.461,179.11,182.172,54455482.883684
2024-02-28,182.052,182.661,179.678,180.965,49077076.157289
2024-02-29,180.815,182.112,179.08,180.296,137026403.9906
2024-03-01,179.1,180.077,176.935,179.21,73748120.200886
2024-03-04,175.708,176.456,173.354,174.661,81715128.875846
2024-03-05,170.332,171.608,169.194,169.694,95371647.853653
2024-03-06,170.631,170.81,168.257,168.696,68760230.303281
2024-03-07,168.726,170.302,168.067,168.576,71945576.516927
2024-03-08,168.576,173.264,168.516,170.302,76458880.652036
2024-03-11,172.506,173.943,171.618,172.317,60290745.888297
2024-03-12,172.715,173.593,170.581,172.795,59975854.808785
2024-03-13,172.337,172.75,170.332,170.7,52620720.360837
2024-03-14,172.476,173.871,171.618,172.566,73096911.280908
2024-03-15,170.74,172.187,169.857,172.187,122058951.8073
2024-03-18,175.129,177.264,173.085,173.284,75794356.322944
2024-03-19,173.903,176.162,172.596,175.638,55354130.641689
2024-03-20,175.279,178.222,174.651,178.222,53557480.745576
2024-03-21,176.606,177.045,170.412,170.94,106448354.93764
2024-03-22,171.329,172.616,169.634,171.848,71339131.913147
2024-03-25,170.137,171.508,169.024,170.422,54424883.107115
2024-03-26,169.574,170.99,169.154,169.284,57532802.051366
2024-03-27,169.982,173.165,169.684,172.875,60424874.424373
2024-03-28,171.319,171.798,170.082,171.05,65837880.963654
2024-04-01,170.76,170.82,169.049,169.604,46356811.860453
2024-04-02,168.656,168.915,167.808,168.416,49453562.783508
2024-04-03,168.366,170.252,168.157,169.224,47811677.1998
2024-04-04,169.862,171.489,168.396,168.396,53839472.278266
2024-04-05,169.164,169.962,168.526,169.154,42210735.119627
2024-04-08,168.606,168.776,167.818,168.028,37519651.926816
2024-04-09,168.276,169.654,167.928,169.244,42557989.40024
2024-04-10,168.376,168.666,166.691,167.359,49834373.258508
2024-04-11,167.918,175.019,167.738,174.601,91299350.228798
2024-04-12,173.823,177.912,173.773,176.107,101926625.66338
2024-04-15,174.92,176.187,172.067,172.257,73716732.447239
2024-04-16,171.319,173.324,167.848,168.955,73896645.860158
2024-04-17,169.184,170.222,167.578,167.578,51029245.259879
2024-04-18,167.608,168.217,166.132,166.621,43231372.957636
2024-04-19,165.793,165.983,163.664,164.517,67938279.983483
2024-04-22,165.1,166.84,164.357,165.424,48237473.546895
2024-04-23,164.935,166.631,164.507,166.481,49662366.684294
2024-04-24,166.122,168.876,165.793,168.596,48373206.10756
2024-04-25,169.099,170.182,167.729,169.464,50685501.788084
2024-04-26,169.454,170.91,168.756,168.876,44951138.947684
2024-04-29,172.935,175.589,172.666,173.065,68340890.155154
2024-04-30,172.895,174.551,169.574,169.902,66100626.206315
2024-05-01,169.154,172.272,168.686,168.876,50509879.140938
2024-05-02,172.077,172.98,170.462,172.596,94451900.154704
2024-05-03,186.177,186.531,182.202,182.92,163634677.65277
2024-05-06,181.896,183.738,179.968,181.254,78767298.603118
2024-05-07,182.99,184.437,180.865,181.942,77500223.439934
2024-05-08,182.391,182.611,180.995,182.281,45170422.141609
2024-05-09,182.102,184.197,181.653,184.107,49106182.185959
2024-05-10,184.686,184.876,181.919,182.838,50818248.137
2024-05-13,185.221,186.884,184.407,186.065,72128198.05667
2024-05-14,187.293,188.082,186.075,187.213,52454262.570641
2024-05-15,187.693,190.43,187.153,189.501,70481473.24051
2024-05-16,190.25,190.874,189.441,189.621,52906396.292761
2024-05-17,189.291,190.589,188.961,189.65,41330708.375653
2024-05-20,189.106,191.698,188.791,190.819,44412621.445723
2024-05-21,190.869,192.507,190.699,192.128,42358372.481591
2024-05-22,192.043,192.6,190.05,190.679,34688651.341859
2024-05-23,190.759,190.779,186.409,186.664,51064961.367799
2024-05-24,188.602,190.36,187.823,189.76,36369022.05681
2024-05-28,191.289,192.777,188.881,189.77,52340563.120111
2024-05-29,189.391,192.025,189.291,190.07,53129440.158867
2024-05-30,190.539,191.958,190.41,191.069,50005753.793738
2024-05-31,191.219,192.347,189.69,192.028,75245269.774455
2024-06-03,192.677,194.765,192.297,193.806,50138505.270751
2024-06-04,194.41,195.094,192.811,194.125,47526391.346201
2024-06-05,195.174,196.672,194.645,195.644,54219469.366523
2024-06-06,195.459,196.273,193.946,194.255,41229419.273009
2024-06-07,194.425,196.712,193.916,196.662,53165377.707087
2024-06-10,196.672,197.072,191.928,192.897,97374654.060906
2024-06-11,193.426,206.92,193.406,206.911,172572811.36756
2024-06-12,207.13,219.945,206.661,212.824,198363625.71691
2024-06-13,214.492,216.499,211.355,213.992,97976001.292171
2024-06-14,213.603,214.921,211.056,212.244,70203912.346023
2024-06-17,213.123,218.697,212.474,216.42,93836786.851846
2024-06-18,217.338,218.377,212.754,214.042,80035785.198718
2024-06-20,213.683,213.992,208.609,209.438,86272192.251307
2024-06-21,210.147,211.645,206.871,207.25,246706576.10566
2024-06-24,207.48,212.454,206.351,207.899,80820444.361092
2024-06-25,208.908,211.136,208.369,208.828,56779512.090369
2024-06-26,211.255,214.612,210.396,213.003,66289825.180481
2024-06-27,214.442,215.49,212.104,213.852,49830316.967217
2024-06-28,215.521,215.82,210.057,210.376,82638257.976919
2024-07-01,211.845,217.259,211.675,216.499,60472843.034603
2024-07-02,215.9,220.125,214.851,220.015,58113364.187234
2024-07-03,219.746,221.294,218.777,221.294,37413055.087235
2024-07-05,221.394,226.188,221.394,226.078,60482333.006176
2024-07-08,226.827,227.587,222.992,227.557,59154250.579759
2024-07-09,227.666,229.135,226.11,228.416,48225576.690342
2024-07-10,229.035,232.811,228.985,232.711,62700176.105223
2024-07-11,231.122,232.121,225.509,227.307,64785517.015463
2024-07-12,228.655,232.371,228.416,230.273,53107926.286188
2024-07-15,236.207,236.956,232.821,234.129,62703745.231571
2024-07-16,234.728,235.997,232.061,234.549,43284319.990648
2024-07-17,229.185,231.192,226.378,228.615,57412259.624241
2024-07-18,230.014,230.174,222.013,223.921,66111017.456789
2024-07-19,224.56,226.538,223.017,224.051,49208343.889941
2024-07-22,226.748,227.517,222.832,223.701,48257626.744141
2024-07-23,224.106,226.678,222.423,224.75,40006512.4425
2024-07-24,223.741,224.54,216.879,218.287,61849081.134895
2024-07-25,218.677,220.595,214.372,217.239,51450682.308586
2024-07-26,218.447,219.236,215.76,217.708,41649496.934385
2024-07-29,216.709,219.046,215.501,217.988,36353807.466876
2024-07-30,218.937,220.07,215.87,218.547,41692041.12069
2024-07-31,221.184,223.561,220.375,221.823,50094177.021851
2024-08-01,224.111,224.22,216.769,218.108,62573338.465331
2024-08-02,218.897,225.339,217.458,219.606,105690751.49103
2024-08-05,198.86,213.253,195.773,209.028,119686961.82937
2024-08-06,205.063,209.747,200.838,206.99,69741117.298101
2024-08-07,206.661,213.393,206.151,209.577,63589934.775537
2024-08-08,212.864,213.952,208.589,213.063,47215736.190683
2024-08-09,211.855,216.529,211.725,215.99,42250492.759381
2024-08-12,216.07,219.5099,215.6,217.53,38028092
2024-08-13,219.01,221.89,219.01,221.27,44155331
2024-08-14,220.57,223.03,219.7,221.72,41960574
2024-08-15,224.6,225.35,222.76,224.72,46414013
2024-08-16,223.92,226.8271,223.6501,226.05,44340240
2024-08-19,225.72,225.99,223.04,225.89,40687813
2024-08-20,225.77,227.17,225.45,226.51,30299033
2024-08-21,226.52,227.98,225.05,226.4,34765480
2024-08-22,227.79,228.34,223.9,224.53,43695321
2024-08-23,225.6589,228.22,224.33,226.84,38677250
2024-08-26,226.76,227.28,223.8905,227.18,30602208
2024-08-27,225.995,228.85,224.89,228.03,35934559
2024-08-28,227.92,229.86,225.68,226.49,38052167
2024-08-29,230.1,232.92,228.88,229.79,51906297
2024-08-30,230.19,230.4,227.48,229,52990770
2024-09-03,228.55,229,221.17,222.77,50190574
2024-09-04,221.66,221.78,217.48,220.85,43840196
2024-09-05,221.625,225.48,221.52,222.38,36615398
2024-09-06,223.95,225.24,219.77,220.82,48423011
2024-09-09,220.82,221.27,216.71,220.91,67179965
2024-09-10,218.92,221.48,216.73,220.11,51591033
2024-09-11,221.455,223.09,217.89,222.66,44587072
2024-09-12,222.5,223.55,219.82,222.77,37498225
2024-09-13,223.58,224.04,221.91,222.5,36766619
2024-09-16,216.54,217.22,213.92,216.32,59357427
2024-09-17,215.75,216.9,214.5,216.79,45519339
2024-09-18,217.55,222.71,217.54,220.69,59894928
2024-09-19,224.99,229.82,224.63,228.87,66781315
2024-09-20,229.97,233.09,227.62,228.2,318679888
2024-09-23,227.34,229.45,225.81,226.47,54146023
2024-09-24,228.645,229.35,225.73,227.37,43556068
2024-09-25,224.93,227.29,224.02,226.37,42308715
2024-09-26,227.3,228.5,225.41,227.52,36636707
2024-09-27,228.46,229.52,227.3,227.79,34025967
2024-09-30,230.04,233,229.65,233,54793391
2024-10-01,229.52,229.65,223.74,226.21,63285048
2024-10-02,225.89,227.37,223.02,226.78,32880605
2024-10-03,225.14,226.805,223.32,225.67,34044158
2024-10-04,227.9,228,224.13,226.8,37345098
2024-10-07,224.5,225.69,221.33,221.69,39505354
2024-10-08,224.3,225.98,223.25,225.77,31855693
2024-10-09,225.23,229.75,224.83,229.54,33591091
2024-10-10,227.78,229.5,227.17,229.04,28183544
2024-10-11,229.3,229.41,227.34,227.55,31759188
2024-10-14,228.7,231.73,228.6,231.3,39882085
2024-10-15,233.61,237.49,232.37,233.85,64751367
2024-10-16,231.6,232.12,229.84,231.78,34082240
2024-10-17,233.43,233.85,230.52,232.15,32993810
2024-10-18,236.18,236.18,234.01,235,46431472
2024-10-21,234.45,236.85,234.45,236.48,36254470
2024-10-22,233.885,236.22,232.6,235.86,38846578
2024-10-23,234.08,235.144,227.76,230.76,52286979
2024-10-24,229.98,230.82,228.41,230.57,31109503
2024-10-25,229.74,233.22,229.57,231.41,38802304
2024-10-28,233.32,234.73,232.55,233.4,36087134
2024-10-29,233.1,234.325,232.32,233.67,35417247
2024-10-30,232.61,233.47,229.55,230.1,47070907
2024-10-31,229.34,229.83,225.37,225.91,64370086
2024-11-01,220.965,225.35,220.27,222.91,65276741
2024-11-04,220.99,222.79,219.71,222.01,44944468
2024-11-05,221.795,223.95,221.14,223.45,28111338
2024-11-06,222.61,226.065,221.19,222.72,54561121
2024-11-07,224.625,227.875,224.57,227.48,42137691
2024-11-08,227.17,228.66,226.405,226.96,38328824
2024-11-11,225,225.7,221.5,224.23,42005602
2024-11-12,224.55,225.59,223.355,224.23,40398299
2024-11-13,224.01,226.65,222.76,225.12,48566217
2024-11-14,225.02,228.87,225,228.22,44923941
2024-11-15,226.4,226.92,224.27,225,47923696
2024-11-18,225.25,229.74,225.17,228.02,44686020
2024-11-19,226.98,230.16,226.66,228.28,36211774
2024-11-20,228.06,229.93,225.89,229,35169566
2024-11-21,228.88,230.155,225.7103,228.52,42108327
2024-11-22,228.06,230.7199,228.06,229.87,38168252
2024-11-25,231.46,233.245,229.74,232.87,90152832
2024-11-26,233.33,235.57,233.33,235.06,45986189
2024-11-27,234.465,235.69,233.8101,234.93,33498439
2024-11-29,234.805,237.81,233.97,237.33,28481377
2024-12-02,237.27,240.79,237.16,239.59,48137103
2024-12-03,239.81,242.76,238.9,242.65,38861017
2024-12-04,242.87,244.11,241.25,243.01,44383935
2024-12-05,243.99,244.54,242.13,243.04,40033878
2024-12-06,242.905,244.63,242.08,242.84,36870619
2024-12-09,241.83,247.24,241.75,246.75,44649232
2024-12-10,246.89,248.21,245.34,247.77,36914806
2024-12-11,247.96,250.8,246.2601,246.49,45205814
2024-12-12,246.89,248.74,245.68,247.96,32777532
2024-12-13,247.815,249.2902,246.24,248.13,33155290
2024-12-16,247.99,251.38,247.65,251.04,51694753
2024-12-17,250.08,253.83,249.78,253.48,51356360
2024-12-18,252.16,254.28,247.74,248.05,56774101
2024-12-19,247.5,252,247.0949,249.79,60882264
2024-12-20,248.04,255,245.69,254.49,147495267
2024-12-23,254.77,255.65,253.45,255.27,40858774
2024-12-24,255.49,258.21,255.29,258.2,23234705
2024-12-26,258.19,260.1,257.63,259.02,27262983
2024-12-27,257.83,258.7,253.06,255.59,42355321
2024-12-30,252.23,253.5,250.75,252.2,35557542
2024-12-31,252.44,253.28,249.43,250.42,39480718
2025-01-02,248.93,249.1,241.8201,243.85,55740731
2025-01-03,243.36,244.18,241.89,243.36,40244114
2025-01-06,244.31,247.33,243.2,245,45045571
2025-01-07,242.98,245.55,241.35,242.21,40855960
2025-01-08,241.92,243.7123,240.05,242.7,37628940
2025-01-10,240.01,240.16,233,236.85,61710856
2025-01-13,233.53,234.67,229.72,234.4,49630725
2025-01-14,234.75,236.12,232.472,233.28,39435294
2025-01-15,234.635,238.96,234.43,237.87,39831969
2025-01-16,237.35,238.01,228.03,228.26,71759052
2025-01-17,232.115,232.29,228.48,229.98,68488301
